property_place_id,nearby_place_id,name,address,place_type,rating,user_ratings_total
ChIJfwMlsqw7GJYRiAtToBq55zc,ChIJOS94_VI6GJYRqxKLOt8BmG4,KFC,"Urmeneta 603, Puerto Montt",restaurant,3.0,7.0
ChIJfwMlsqw7GJYRiAtToBq55zc,ChIJG3S1W8M7GJYRdu6vmPyfp6c,Austral Burger Bar,"Rengifo 862, Puerto Montt",restaurant,4.3,36.0
ChIJfwMlsqw7GJYRiAtToBq55zc,ChIJL6YxA1M6GJYR5maIfKGLxjU,"Pedro, Juan y Diego","Urmeneta 580, Puerto Montt",restaurant,1.8,42.0
ChIJfwMlsqw7GJYRiAtToBq55zc,ChIJVaHoHFM6GJYR0wIDt75RJbs,Buffet Express,"Urmeneta 580, Puerto Montt, Puerto Montt",restaurant,1.1,16.0
ChIJfwMlsqw7GJYRiAtToBq55zc,ChIJja7PJlU7GJYRVhm0lhWm6yo,Restaurant Sabor Peruano,"Baquedano 867, Puerto Montt",restaurant,4.6,232.0
ChIJfwMlsqw7GJYRiAtToBq55zc,ChIJ4zZZMFM6GJYRhFQRFQUj25g,Express de Lider,"Benavente 690, Puerto Montt, Puerto Montt",supermarket,4.2,2689.0
ChIJfwMlsqw7GJYRiAtToBq55zc,ChIJ0fucAVM6GJYRoNfIMQsNEE0,Unimarc supermarket Mall Paseo del Mar,"Urmeneta 574, Puerto Montt, Puerto Montt",supermarket,3.8,1220.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJWwNafVA6GJYR1Y-MNJoCWHU,oveja negra,"Urmeneta 70, Puerto Montt, Puerto Montt",restaurant,4.0,3.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJU_ShgFA6GJYRofIN-lgYct8,Bogo´s Bar Restaurant,"Urmeneta 22, Puerto Montt, Puerto Montt",restaurant,4.0,233.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJVaHoHFM6GJYRSjDqvC7X1aI,KFC,"Juan Soler Manfredini 131, Local 409, Puerto Montt",restaurant,2.7,34.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJB7gYMlA6GJYRwazDUEJjwuM,Dominó,"Illapel 10, Puerto Montt",restaurant,2.9,53.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJ6aPbolo6GJYRfjnXNlVXziU,Bruma,"Egaña 156, Puerto Montt, Puerto Montt",restaurant,4.8,27.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJJZgLfVA6GJYRwLm45vED3CA,Lomo E´Toro Sambucheria,"Urmeneta 70, Puerto Montt, Puerto Montt",restaurant,3.0,2.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJhyUE4lI6GJYRoRxpGNK8i54,El Caldero De Las Brujas,"Huasco 17, Puerto Montt",restaurant,4.2,114.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJU0bXGSA7GJYReamYjOCu8Ew,DulcesKwai Pasteleria,"Ejército 161, 175, Puerto Montt",restaurant,,
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJ35p1ml87GJYRsqPNjL2Ldew,Zalad,"Egaña 108, Puerto Montt",restaurant,4.5,2.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJy_84hFA6GJYRTkyMh6y6oVo,Pukem Sushi - Ama Eco Restobar,"Ejército 175, Puerto Montt, Puerto Montt",restaurant,4.2,409.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJ_Z3Dx1o7GJYRYKMfJMTlKkU,Potatos Restaurant,"Huasco 6, Puerto Montt, Puerto Montt",restaurant,4.2,26.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJX9PPKOA7GJYRMmi9dEbSFxI,FAST FOOD EGAÑA,"Egaña 228, Puerto Montt, Puerto Montt",restaurant,3.7,7.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJk5X8HDo7GJYRCWMK2yk9HrM,"Supremo Sport Bar ""El templo del fútbol""","Copiapó 33, Puerto Montt",restaurant,4.5,176.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJm7abw1o6GJYRwrH5ROBPS1Y,Nogal Puerto Bar,"Antonio Varas 177, Puerto Montt",restaurant,4.3,339.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJXaHx_Bs7GJYREHbbEX-fWlA,El conpleton,"Serena 146, Puerto Montt",restaurant,2.3,3.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJidIZjlI7GJYR4aBTNZFc1fI,Zona Sur,"Huasco 64, Puerto Montt, Puerto Montt",restaurant,,
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJVwdV6ew7GJYRV3PNq7D3KCo,Maggy Queen. Amor de Mamá!,"Urmeneta 141, Puerto Montt, Puerto Montt",restaurant,4.3,3.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJg2KVDmM7GJYRwgsuxJnGYlo,TANPU COCINA PERUANA,"Copiapó 19, Puerto Montt, Puerto Montt",restaurant,4.4,25.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJJ423zlE6GJYR9IFK2qc2VgE,Unimarc Mall Costanera,"Juan Soler Manfredini 51, Puerto Montt, Puerto Montt",supermarket,3.9,1379.0
ChIJgXNONGA7GJYRCPrjMk73AOk,ChIJ6TIS8kA7GJYRMtA06VwzZNc,Minimarket Tren al Sur,"Antonio Varas 70A, Puerto Montt",supermarket,,
EkdBdi4gTG9zIE5vdHJvcyAmIEF2LiBMb3MgUm9ibGVzLCA1NTA1NzkwIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCVfR-ex3PBiWEQiJ6nDMPAOGEhQKEglX0fnsdzwYlhEIiepwzDwDhhoUChIJWxsRT5c7GJYRqQBTsmDRj7IaFAoSCRmWY4h3PBiWEc8YuhMrCNfDIgoNxzBG5xWQ6H3U,ChIJO9ZfLJI9GJYRFHIwU72cgvM,Arep Hand Roll,"Avenida Los Robles 1465, Puerto Montt",restaurant,5.0,1.0
EkdBdi4gTG9zIE5vdHJvcyAmIEF2LiBMb3MgUm9ibGVzLCA1NTA1NzkwIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCVfR-ex3PBiWEQiJ6nDMPAOGEhQKEglX0fnsdzwYlhEIiepwzDwDhhoUChIJWxsRT5c7GJYRqQBTsmDRj7IaFAoSCRmWY4h3PBiWEc8YuhMrCNfDIgoNxzBG5xWQ6H3U,ChIJK0eB0ik9GJYRIUTaDIMuIkM,Kyu Asian Food,"Pasaje Del Bosque Sur 1462, Puerto Montt",restaurant,4.0,4.0
EkdBdi4gTG9zIE5vdHJvcyAmIEF2LiBMb3MgUm9ibGVzLCA1NTA1NzkwIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCVfR-ex3PBiWEQiJ6nDMPAOGEhQKEglX0fnsdzwYlhEIiepwzDwDhhoUChIJWxsRT5c7GJYRqQBTsmDRj7IaFAoSCRmWY4h3PBiWEc8YuhMrCNfDIgoNxzBG5xWQ6H3U,ChIJMXBGDwA9GJYRNaUTFZ9SWUc,Elvis king,"Parque Nacional Torres Del Paine 1488, Puerto Montt",restaurant,,
EkdBdi4gTG9zIE5vdHJvcyAmIEF2LiBMb3MgUm9ibGVzLCA1NTA1NzkwIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCVfR-ex3PBiWEQiJ6nDMPAOGEhQKEglX0fnsdzwYlhEIiepwzDwDhhoUChIJWxsRT5c7GJYRqQBTsmDRj7IaFAoSCRmWY4h3PBiWEc8YuhMrCNfDIgoNxzBG5xWQ6H3U,ChIJP75ieGc9GJYRyYxlLh2RRXc,Open Market,"Calle Puerto Carmen, Puerto Montt",supermarket,5.0,2.0
EkdNb25zZcOxb3IgUmFtb24gTXVuaXRhICYgU2FyZ2VudG8gU2lsdmEsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCcH0ZLn6OhiWEd5RDxImvyoJEhQKEgnB9GS5-joYlhHeUQ8SJr8qCRoUChIJTclOcPA6GJYR0iDuiAh-IqYaFAoSCX-fac77OhiWEVADyiH3A90UIgoN-4NK5xXZ74bU,ChIJqw_Ckfo6GJYRMkfnBxr1-1Q,Papa Johns Pizza,"Monseñor Ramon Munita 1625, Puerto Montt",restaurant,4.4,1711.0
EkdNb25zZcOxb3IgUmFtb24gTXVuaXRhICYgU2FyZ2VudG8gU2lsdmEsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCcH0ZLn6OhiWEd5RDxImvyoJEhQKEgnB9GS5-joYlhHeUQ8SJr8qCRoUChIJTclOcPA6GJYR0iDuiAh-IqYaFAoSCX-fac77OhiWEVADyiH3A90UIgoN-4NK5xXZ74bU,ChIJn4ZvX_A6GJYRXspedjir8wA,PATAGONIA BURGER,"Monseñor Ramon Munita 1544, Puerto Montt, Puerto Montt",restaurant,4.4,397.0
EkdNb25zZcOxb3IgUmFtb24gTXVuaXRhICYgU2FyZ2VudG8gU2lsdmEsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCcH0ZLn6OhiWEd5RDxImvyoJEhQKEgnB9GS5-joYlhHeUQ8SJr8qCRoUChIJTclOcPA6GJYR0iDuiAh-IqYaFAoSCX-fac77OhiWEVADyiH3A90UIgoN-4NK5xXZ74bU,ChIJQQtLblc7GJYR4coIVsvk_SI,Roof Burger,"Monseñor Ramon Munita 1600, Puerto Montt",restaurant,3.6,93.0
EkdNb25zZcOxb3IgUmFtb24gTXVuaXRhICYgU2FyZ2VudG8gU2lsdmEsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCcH0ZLn6OhiWEd5RDxImvyoJEhQKEgnB9GS5-joYlhHeUQ8SJr8qCRoUChIJTclOcPA6GJYR0iDuiAh-IqYaFAoSCX-fac77OhiWEVADyiH3A90UIgoN-4NK5xXZ74bU,ChIJ-8VeT007GJYR7h63HvEAE2I,Stop Sandwich,"Monseñor Ramon Munita 1600, Puerto Montt",restaurant,4.8,5.0
EkdNb25zZcOxb3IgUmFtb24gTXVuaXRhICYgU2FyZ2VudG8gU2lsdmEsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCcH0ZLn6OhiWEd5RDxImvyoJEhQKEgnB9GS5-joYlhHeUQ8SJr8qCRoUChIJTclOcPA6GJYR0iDuiAh-IqYaFAoSCX-fac77OhiWEVADyiH3A90UIgoN-4NK5xXZ74bU,ChIJ_d6GPPk7GJYRz8M_ipHbx4k,EL GRAN POLLO MUNITA,"Monseñor Ramon Munita 1600, local 14, Puerto Montt",restaurant,4.0,7.0
EkdNb25zZcOxb3IgUmFtb24gTXVuaXRhICYgU2FyZ2VudG8gU2lsdmEsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCcH0ZLn6OhiWEd5RDxImvyoJEhQKEgnB9GS5-joYlhHeUQ8SJr8qCRoUChIJTclOcPA6GJYR0iDuiAh-IqYaFAoSCX-fac77OhiWEVADyiH3A90UIgoN-4NK5xXZ74bU,ChIJg-E0bpU7GJYR4BFvqCWgNQo,Breko Express,"Monseñor Ramon Munita 1625, Puerto Montt",restaurant,2.3,4.0
EkdNb25zZcOxb3IgUmFtb24gTXVuaXRhICYgU2FyZ2VudG8gU2lsdmEsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCcH0ZLn6OhiWEd5RDxImvyoJEhQKEgnB9GS5-joYlhHeUQ8SJr8qCRoUChIJTclOcPA6GJYR0iDuiAh-IqYaFAoSCX-fac77OhiWEVADyiH3A90UIgoN-4NK5xXZ74bU,ChIJS6cmSwA7GJYRfLS7ko4s85Q,KFC,"Monseñor Ramon Munita 1600, Puerto Montt",restaurant,3.1,82.0
EkdNb25zZcOxb3IgUmFtb24gTXVuaXRhICYgU2FyZ2VudG8gU2lsdmEsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCcH0ZLn6OhiWEd5RDxImvyoJEhQKEgnB9GS5-joYlhHeUQ8SJr8qCRoUChIJTclOcPA6GJYR0iDuiAh-IqYaFAoSCX-fac77OhiWEVADyiH3A90UIgoN-4NK5xXZ74bU,ChIJJ0jGYwA7GJYRHEahL6gpwpA,Los Pollos Amigos,"Monseñor Ramon Munita 1572, Puerto Montt",restaurant,5.0,2.0
EkdNb25zZcOxb3IgUmFtb24gTXVuaXRhICYgU2FyZ2VudG8gU2lsdmEsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCcH0ZLn6OhiWEd5RDxImvyoJEhQKEgnB9GS5-joYlhHeUQ8SJr8qCRoUChIJTclOcPA6GJYR0iDuiAh-IqYaFAoSCX-fac77OhiWEVADyiH3A90UIgoN-4NK5xXZ74bU,ChIJeXX-GQA7GJYRkXQLht-aFJI,Los pollos primos,"Monseñor Ramon Munita 1572, Puerto Montt",restaurant,,
EkdNb25zZcOxb3IgUmFtb24gTXVuaXRhICYgU2FyZ2VudG8gU2lsdmEsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCcH0ZLn6OhiWEd5RDxImvyoJEhQKEgnB9GS5-joYlhHeUQ8SJr8qCRoUChIJTclOcPA6GJYR0iDuiAh-IqYaFAoSCX-fac77OhiWEVADyiH3A90UIgoN-4NK5xXZ74bU,ChIJu1IFsYc7GJYRqwgU96jwjfI,El Quinto Coño,"La Tirana 1280, Puerto Montt",restaurant,3.9,12.0
EkdNb25zZcOxb3IgUmFtb24gTXVuaXRhICYgU2FyZ2VudG8gU2lsdmEsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCcH0ZLn6OhiWEd5RDxImvyoJEhQKEgnB9GS5-joYlhHeUQ8SJr8qCRoUChIJTclOcPA6GJYR0iDuiAh-IqYaFAoSCX-fac77OhiWEVADyiH3A90UIgoN-4NK5xXZ74bU,ChIJdzDd9JgnGJYRw7rDxpD3twg,Las.Delicias de Seba,"Manihual 285, Puerta del Sol, Puerto Montt",restaurant,,
EkdNb25zZcOxb3IgUmFtb24gTXVuaXRhICYgU2FyZ2VudG8gU2lsdmEsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSJmImQKFAoSCcH0ZLn6OhiWEd5RDxImvyoJEhQKEgnB9GS5-joYlhHeUQ8SJr8qCRoUChIJTclOcPA6GJYR0iDuiAh-IqYaFAoSCX-fac77OhiWEVADyiH3A90UIgoN-4NK5xXZ74bU,ChIJAaiavfo6GJYR5p9LO9BslE0,Express de Lider,"Monseñor Ramon Munita 1625, Puerto Montt, Puerto Montt",supermarket,4.2,2538.0
ChIJBf5Eo5I6GJYR7_y3VSGbp8c,ChIJ58iTv5I6GJYRrcsZM3tfMUE,Pan con Chancho,"Volcán Hornopirén 1728 local 2, Puerto Montt",restaurant,4.8,62.0
ChIJBf5Eo5I6GJYR7_y3VSGbp8c,ChIJMxzwlZI6GJYRPzQGduIQihc,Unimarc,"Volcán Hornopirén, Puerto Montt",supermarket,4.0,589.0
ChIJBf5Eo5I6GJYR7_y3VSGbp8c,ChIJeVtAvpI6GJYRBdskha6_8b4,LOS VOLCANES,"LOS VOLCANES N° 585, Puerto Montt",supermarket,4.3,4.0
ChIJbcqgt-U6GJYRm3gNBLRp1P8,ChIJ2xm5ig87GJYR82Nalq1bYOI,RR Colaciones,"Calle Pailahuen 1967, Puerto Montt",restaurant,4.9,74.0
ChIJbcqgt-U6GJYRm3gNBLRp1P8,ChIJL6RWUuY6GJYR1qPwnEg7nls,Restaurante Juksan,"Sargento Silva 1784, Puerto Montt, Puerto Montt",restaurant,4.4,72.0
ChIJbcqgt-U6GJYRm3gNBLRp1P8,ChIJd89figg7GJYRXaXPLqP_80c,Bqto Market,"Calle Pailahuen 1962, Puerto Montt",supermarket,4.8,6.0
ChIJbcqgt-U6GJYRm3gNBLRp1P8,ChIJhQrOWZM7GJYRHkr2eQq6I2o,Supermercado La Base,"Calle Pailahuen 1977, Puerto Montt",supermarket,4.8,19.0
ChIJbcqgt-U6GJYRm3gNBLRp1P8,ChIJuSSICpM6GJYRE_1uC9UHk1s,Santa Isabel,"Avenida Austral 1400, Puerto Montt, Puerto Montt",supermarket,4.3,1149.0
EjVMaWJvcmlvIEd1ZXJyZXJvIDE3NzIsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSIxEi8KFAoSCfOzAlcIOhiWEZq9ZJSB_URHEOwNKhQKEgkfjHdVCDoYlhHqIneRrsH3Yg,ChIJOxxalGk6GJYRUm9tD6d6Dr8,La Hornería,"Juan Soler Manfredini 1691, Puerto Montt, Puerto Montt",restaurant,4.6,443.0
EjVMaWJvcmlvIEd1ZXJyZXJvIDE3NzIsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSIxEi8KFAoSCfOzAlcIOhiWEZq9ZJSB_URHEOwNKhQKEgkfjHdVCDoYlhHqIneRrsH3Yg,ChIJm9DzTVA6GJYR4nol6OMnD9w,Azzurro,"Liborio Guerrero 1769, Puerto Montt, Puerto Montt",restaurant,4.5,888.0
EjVMaWJvcmlvIEd1ZXJyZXJvIDE3NzIsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSIxEi8KFAoSCfOzAlcIOhiWEZq9ZJSB_URHEOwNKhQKEgkfjHdVCDoYlhHqIneRrsH3Yg,ChIJQyLdC7o7GJYR0vqVDt-pmDQ,Toco madera,"sin número, Liborio Guerrero, Puerto Montt",restaurant,4.0,748.0
EjVMaWJvcmlvIEd1ZXJyZXJvIDE3NzIsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSIxEi8KFAoSCfOzAlcIOhiWEZq9ZJSB_URHEOwNKhQKEgkfjHdVCDoYlhHqIneRrsH3Yg,ChIJUYICLAA7GJYRLn0s0hEFsO0,Fullevent Restaurant,Puerto Montt,restaurant,,
EjVMaWJvcmlvIEd1ZXJyZXJvIDE3NzIsIFB1ZXJ0byBNb250dCwgTG9zIExhZ29zLCBDaGlsZSIxEi8KFAoSCfOzAlcIOhiWEZq9ZJSB_URHEOwNKhQKEgkfjHdVCDoYlhHqIneRrsH3Yg,ChIJU17NlAg6GJYREvAg3MfngRI,Cotelé,"Juan Soler Manfredini, 1661 - Pelluco, Puerto Montt",restaurant,4.5,999.0
ChIJfSEnkY46GJYRKDMPe0APXN8,ChIJyT22wsU7GJYRLi4xro-1kdU,Milcalis,"Pasaje nuevo 4, Puerto Montt",restaurant,5.0,2.0
ChIJfSEnkY46GJYRKDMPe0APXN8,ChIJZX8iq-s7GJYRNCxowbml46w,Quincho Los Doninicos,"Volcán Corcovado, Puerto Montt, Puerto Montt",restaurant,4.4,7.0
ChIJfSEnkY46GJYRKDMPe0APXN8,ChIJvzBHn547GJYR0lFKEsRV22o,Mini Market Los Domínicos,"Volcán Corcovado 5600, Puerto Montt, Puerto Montt",supermarket,5.0,30.0
ChIJabRhzFc6GJYRjs-MNabBuPY,ChIJ3SLzLFg6GJYRhZ_P_tMdsYU,Sushi JAM,"Padre Harter 150, Puerto Montt, Puerto Montt",restaurant,4.2,111.0
ChIJabRhzFc6GJYRjs-MNabBuPY,ChIJ315bf4k7GJYRUrkSEwzJDQo,Fuente Austral Puerto Montt,"Avenida Presidente Ibáñez 2, Puerto Montt",restaurant,3.8,4.0
EjdBdi4gQ3VhcnRhIFRlcnJhemEgMTg2MCwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIjESLwoUChIJMT7VY-M6GJYRqZnWr3_s1Y4QxA4qFAoSCd9uOp7kOhiWEYAbmd62OpDk,ChIJdzDd9JgnGJYRw7rDxpD3twg,Las.Delicias de Seba,"Manihual 285, Puerta del Sol, Puerto Montt",restaurant,,
EjdBdi4gQ3VhcnRhIFRlcnJhemEgMTg2MCwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIjESLwoUChIJMT7VY-M6GJYRqZnWr3_s1Y4QxA4qFAoSCd9uOp7kOhiWEYAbmd62OpDk,ChIJs_9U2_87GJYRk5ZmfWmvDIY,Minimarket Samy,"Villa, Antihual 1215, Puerto Montt",supermarket,,
ChIJ4ath2FU6GJYRWI51KieEflo,ChIJ4e8V8FU6GJYRot-dmsJ0n5Y,Mario Orellana Perez E.I.R.L.,"Santa Teresa 643, Puerto Montt, Puerto Montt",restaurant,5.0,1.0
ChIJ4ath2FU6GJYRWI51KieEflo,ChIJm3--95M7GJYR9AxmO58DKho,Big Cut Pizzas,"Santa Teresa 661, Puerto Montt",restaurant,5.0,16.0
